char_id,gender,race,class,territory,creation_date,class_mastery_date,total_kills,total_deaths
3629,F,A,R,6,2017-04-03,2018-12-02,8,11
3630,F,B,W,19,2017-11-11,2018-05-17,9,7
3631,N,E,W,3,2017-05-05,2018-01-10,5,14
3632,F,B,W,10,2017-03-16,2018-05-23,9,10
3633,M,B,W,19,2017-12-19,2018-09-08,8,8
3634,N,A,W,17,2017-08-19,2018-03-25,13,13
3635,M,A,W,10,2017-08-31,2018-12-30,9,12
3636,F,A,W,4,2017-03-23,2018-07-10,8,12
3637,M,A,A,0,2017-10-07,2018-01-16,13,10
3638,M,C,R,16,2017-09-06,2018-11-17,10,7
3639,N,B,T,3,2017-05-08,2018-10-23,8,13
3640,F,A,W,18,2017-01-10,2018-04-15,9,11
3641,F,B,A,8,2017-04-04,2018-10-16,12,9
3642,M,A,C,15,2017-03-03,2018-03-13,4,7
3643,M,C,A,7,2017-03-25,2018-11-16,10,11
3644,F,B,H,15,2017-08-30,2018-01-17,13,7
3645,F,A,R,0,2017-01-09,2018-07-20,6,9
3646,M,C,W,12,2017-07-20,2018-07-29,12,11
3647,N,A,R,7,2017-11-17,2018-03-31,11,8
3648,M,A,A,17,2017-07-29,2018-04-14,7,12
3649,F,D,W,3,2017-01-08,2018-02-14,9,11
3650,F,C,C,16,2017-03-26,2018-06-26,10,14
3651,M,C,H,14,2017-08-10,2018-04-08,8,10
3652,F,C,T,18,2017-04-28,2018-05-22,5,12
3653,N,A,C,18,2017-12-04,2018-10-16,9,5
3654,F,D,R,3,2017-06-04,2018-04-27,10,12
3655,F,C,T,8,2017-12-05,2018-09-08,10,11
3656,M,A,W,13,2017-02-26,2018-03-09,8,11
3657,M,A,A,4,2017-04-14,2018-05-27,15,8
3658,M,B,W,10,2017-04-03,2018-12-22,6,5
3659,M,A,A,2,2017-10-07,2018-03-25,9,11
3660,M,A,A,2,2017-04-08,2018-09-24,12,7
3661,M,C,T,10,2017-12-09,2018-01-20,14,9
3662,F,B,W,7,2017-01-23,2018-09-13,10,6
3663,M,C,T,9,2017-08-06,2018-06-09,11,10
3664,F,A,T,6,2017-10-23,2018-03-29,9,9
3665,F,A,H,15,2017-03-26,2018-03-30,13,7
3666,F,B,W,14,2017-01-10,2018-07-28,13,10
3667,F,D,A,15,2017-04-29,2018-11-25,10,9
3668,M,A,W,12,2017-04-01,2018-07-03,7,9
3669,F,B,W,3,2017-02-05,2018-11-25,5,10
3670,M,B,A,14,2017-07-07,2018-10-17,16,10
3671,M,A,A,14,2017-09-06,2018-02-22,7,8
3672,N,A,C,11,2017-09-18,2018-04-03,10,12
3673,N,A,C,13,2017-05-19,2018-02-05,10,8
3674,M,A,W,6,2017-04-26,2018-12-22,5,7
3675,M,A,T,18,2017-12-16,2018-08-06,11,12
3676,F,C,A,17,2017-01-01,2018-12-09,11,12
3677,F,D,A,7,2017-04-14,2018-08-25,9,8
3678,M,D,A,6,2017-07-31,2018-03-17,13,18
3679,M,B,R,4,2017-08-21,2018-10-31,5,8
3680,F,A,W,14,2017-11-27,2018-12-27,15,14
3681,M,D,T,18,2017-12-19,2018-11-18,9,14
3682,N,A,A,2,2017-06-24,2018-05-03,9,18
3683,F,B,T,8,2017-08-06,2018-05-04,11,13
3684,M,B,C,17,2017-03-08,2018-07-12,6,11
3685,M,A,H,7,2017-08-25,2018-09-12,11,7
3686,M,B,T,6,2017-03-24,2018-04-10,6,5
3687,M,D,C,12,2017-05-04,2018-02-11,14,13
3688,F,C,W,9,2017-01-18,2018-06-06,8,8
3689,N,D,A,19,2017-09-06,2018-08-19,11,22
3690,M,A,T,11,2017-07-09,2018-04-09,14,10
3691,M,B,W,13,2017-05-28,2018-01-30,13,5
3692,M,A,W,7,2017-10-21,2018-02-28,7,12
3693,M,C,A,18,2017-07-20,2018-12-14,11,8
3694,M,A,W,1,2017-09-06,2018-10-30,11,6
3695,F,B,R,9,2017-04-10,2018-01-22,11,5
3696,F,A,T,5,2017-03-09,2018-05-29,8,7
3697,F,D,A,2,2017-05-30,2018-05-26,12,8
3698,F,A,A,2,2017-07-23,2018-04-25,11,8
3699,F,D,H,17,2017-10-02,2018-12-17,9,10
3700,M,A,A,12,2017-06-08,2018-11-16,8,16
3701,M,A,A,2,2017-12-22,2018-09-22,8,7
3702,M,C,A,16,2017-08-21,2018-11-04,5,10
3703,M,A,C,10,2017-10-29,2018-09-25,11,11
3704,N,C,W,2,2017-01-29,2018-12-10,16,10
3705,F,C,T,1,2017-04-17,2018-03-12,7,13
3706,M,A,T,15,2017-06-06,2018-04-25,9,9
3707,M,B,C,0,2017-04-14,2018-01-01,11,6
3708,F,B,R,14,2017-07-28,2018-06-06,10,14
3709,N,A,H,19,2017-07-10,2018-05-23,9,11
3710,F,A,W,0,2017-08-30,2018-07-25,7,9
3711,F,C,T,10,2017-09-22,2018-10-26,6,13
3712,F,B,W,1,2017-01-19,2018-11-03,6,5
3713,F,B,A,14,2017-03-12,2018-03-28,11,5
3714,N,B,R,11,2017-08-12,2018-07-11,8,10
3715,F,A,A,8,2017-02-07,2018-12-18,11,5
3716,F,A,T,16,2017-05-17,2018-05-19,6,8
3717,M,C,R,13,2017-06-09,2018-03-19,13,8
3718,M,B,T,9,2017-08-15,2018-03-07,7,12
3719,M,B,C,11,2017-09-09,2018-07-03,8,8
3720,N,B,T,11,2017-06-24,2018-10-19,11,6
3721,F,A,W,15,2017-08-18,2018-09-04,8,9
3722,F,A,T,12,2017-04-06,2018-12-03,10,7
3723,M,E,W,16,2017-04-12,2018-01-05,9,9
3724,F,D,T,16,2017-08-04,2018-10-25,14,13
3725,M,E,A,6,2017-01-09,2018-09-14,11,4
3726,F,C,A,16,2017-04-09,2018-05-16,8,11
3727,M,C,A,19,2017-04-02,2018-02-05,4,10
3728,M,B,R,8,2017-04-05,2018-07-01,10,9
3729,M,A,T,2,2017-07-14,2018-04-08,5,9
3730,F,A,T,15,2017-06-08,2018-05-05,9,13
3731,M,D,T,16,2017-02-21,2018-03-16,15,10
3732,F,A,C,5,2017-11-14,2018-12-27,9,13
3733,F,B,A,3,2017-07-29,2018-11-27,11,9
3734,N,B,T,17,2017-05-09,2018-12-02,5,6
3735,M,B,T,11,2017-12-06,2018-10-02,8,10
3736,M,C,T,1,2017-05-25,2018-12-04,14,7
3737,M,D,C,18,2017-02-11,2018-11-28,13,11
3738,F,B,W,1,2017-10-30,2018-05-19,12,9
3739,F,C,A,4,2017-07-17,2018-07-23,6,9
3740,N,C,C,13,2017-02-01,2018-07-24,17,10
3741,M,B,T,1,2017-09-23,2018-11-13,10,9
3742,F,B,T,14,2017-06-25,2018-09-29,9,12
3743,F,D,A,14,2017-07-29,2018-04-26,7,16
3744,N,A,T,2,2017-11-23,2018-11-13,16,9
3745,M,A,R,5,2017-06-07,2018-07-27,10,10
3746,M,D,W,6,2017-11-03,2018-10-08,16,14
3747,M,A,T,18,2017-10-12,2018-10-04,8,6
3748,M,E,T,11,2017-08-12,2018-07-19,7,6
3749,M,B,T,19,2017-01-26,2018-08-04,7,12
3750,F,B,A,16,2017-02-08,2018-01-09,16,4
3751,M,C,W,18,2017-06-24,2018-02-20,15,6
3752,F,B,T,3,2017-03-18,2018-02-17,14,7
3753,F,D,W,1,2017-10-15,2018-05-23,12,12
3754,M,C,A,16,2017-08-26,2018-12-25,7,13
3755,M,B,T,7,2017-08-08,2018-04-13,11,9
3756,F,E,C,9,2017-04-20,2018-01-13,8,7
3757,M,A,T,12,2017-01-31,2018-10-15,19,8
3758,N,B,A,11,2017-03-18,2018-05-01,5,7
3759,N,A,T,4,2017-05-26,2018-12-05,11,8
3760,M,B,H,9,2017-03-07,2018-08-29,7,5
3761,F,E,W,13,2017-05-30,2018-08-19,7,12
3762,F,D,W,17,2017-06-30,2018-03-17,13,13
3763,N,A,W,19,2017-11-25,2018-12-13,16,7
3764,M,C,H,0,2017-08-07,2018-09-17,11,16
3765,F,B,A,2,2017-06-20,2018-11-17,10,6
3766,F,D,W,5,2017-06-16,2018-03-18,8,9
3767,M,B,A,18,2017-12-02,2018-07-22,13,12
3768,M,C,C,5,2017-01-26,2018-11-06,6,11
3769,M,B,T,3,2017-08-14,2018-06-06,9,5
3770,M,B,T,1,2017-11-19,2018-12-06,10,12
3771,M,C,W,12,2017-12-02,2018-03-18,8,5
3772,F,B,A,5,2017-05-15,2018-10-16,14,12
3773,F,A,A,1,2017-07-15,2018-09-02,13,8
3774,M,B,W,10,2017-04-23,2018-08-24,12,12
3775,M,B,R,3,2017-11-24,2018-12-25,4,10
3776,F,B,A,5,2017-09-10,2018-01-01,8,8
3777,M,C,W,11,2017-02-10,2018-11-22,4,10
3778,M,B,A,1,2017-04-02,2018-06-10,6,6
3779,M,B,W,15,2017-05-15,2018-12-18,12,6
3780,M,C,W,18,2017-06-13,2018-07-21,9,13
3781,M,A,W,9,2017-06-02,2018-03-13,8,10
3782,M,D,T,0,2017-08-20,2018-06-21,8,7
3783,M,A,T,18,2017-11-14,2018-03-26,14,7
3784,M,A,W,10,2017-03-12,2018-02-19,6,4
3785,F,B,T,2,2017-10-20,2018-02-14,11,4
3786,F,D,C,6,2017-11-10,2018-03-16,8,10
3787,M,D,T,8,2017-02-16,2018-12-13,8,9
3788,M,E,W,17,2017-06-18,2018-06-05,9,15
3789,M,B,A,12,2017-12-28,2018-06-08,9,9
3790,M,A,A,9,2017-05-02,2018-07-16,12,9
3791,N,B,R,15,2017-01-03,2018-03-23,11,10
3792,F,D,A,9,2017-07-26,2018-01-02,15,13
3793,F,A,T,16,2017-02-12,2018-10-23,14,11
3794,F,C,W,1,2017-05-10,2018-12-28,9,14
3795,M,A,T,8,2017-10-09,2018-12-05,6,5
3796,F,C,A,12,2017-06-01,2018-01-03,7,10
3797,M,B,W,19,2017-03-26,2018-09-08,7,16
3798,M,A,R,8,2017-05-12,2018-09-20,7,10
3799,M,B,A,18,2017-01-25,2018-03-05,13,6
3800,F,A,A,0,2017-07-08,2018-06-23,7,13
3801,M,A,T,18,2017-08-15,2018-08-16,10,12
3802,F,C,C,19,2017-03-13,2018-11-26,10,12
3803,F,B,W,7,2017-11-30,2018-09-14,11,14
3804,M,A,C,10,2017-05-28,2018-01-17,9,10
3805,M,A,W,19,2017-09-11,2018-01-27,12,6
3806,M,B,W,17,2017-03-05,2018-09-15,12,12
3807,M,B,C,12,2017-06-20,2018-02-25,10,10
3808,F,C,C,8,2017-12-11,2018-02-16,8,9
3809,M,B,C,17,2017-08-30,2018-01-20,15,8
3810,F,C,T,8,2017-04-13,2018-12-07,15,6
3811,M,C,W,19,2017-07-05,2018-03-21,9,10
3812,M,A,T,10,2017-09-07,2018-08-15,5,9
3813,M,B,T,9,2017-01-17,2018-02-12,11,12
3814,F,B,T,9,2017-09-09,2018-12-08,6,13
3815,M,C,C,3,2017-05-24,2018-02-21,4,8
3816,M,E,T,7,2017-06-30,2018-10-17,7,10
3817,F,B,R,5,2017-05-08,2018-11-24,9,12
3818,M,B,A,3,2017-03-10,2018-08-27,3,4
3819,N,D,A,2,2017-02-19,2018-03-04,18,6
3820,M,C,W,16,2017-02-14,2018-05-17,7,4
3821,F,D,H,18,2017-05-09,2018-09-24,7,10
3822,M,A,W,9,2017-10-01,2018-04-12,8,7
3823,M,D,W,15,2017-05-02,2018-01-12,8,9
3824,M,C,C,0,2017-09-23,2018-01-12,14,10
3825,M,D,T,8,2017-01-18,2018-09-03,10,8
3826,M,B,C,2,2017-05-09,2018-11-26,5,11
3827,M,C,T,12,2017-06-11,2018-10-06,9,6
3828,F,B,A,6,2017-07-01,2018-08-01,8,14
3829,F,A,H,14,2017-08-28,2018-05-24,11,8
3830,M,D,R,12,2017-03-28,2018-12-09,6,3
3831,N,B,T,8,2017-03-02,2018-04-29,9,9
3832,M,A,A,15,2017-03-28,2018-03-07,13,10
3833,M,D,C,17,2017-03-24,2018-11-04,8,13
3834,F,D,W,5,2017-08-11,2018-11-20,7,12
3835,F,B,T,4,2017-03-26,2018-06-23,13,8
3836,F,E,C,8,2017-06-12,2018-12-09,9,9
3837,M,C,R,0,2017-05-19,2018-06-20,13,10
3838,F,E,W,4,2017-10-08,2018-08-30,10,6
3839,M,B,T,16,2017-06-06,2018-02-08,14,7
3840,F,A,H,0,2017-11-06,2018-10-11,6,11
3841,M,E,W,6,2017-08-02,2018-09-08,6,12
3842,M,A,C,6,2017-03-23,2018-05-26,8,9
3843,F,A,H,2,2017-10-29,2018-07-04,11,9
3844,M,C,R,17,2017-11-16,2018-04-10,4,14
3845,F,C,W,8,2017-12-19,2018-08-25,11,5
3846,N,C,C,17,2017-02-20,2018-09-13,8,7
3847,M,B,H,9,2017-04-24,2018-04-03,7,8
3848,F,B,C,0,2017-10-06,2018-04-24,10,12
3849,F,C,C,4,2017-04-27,2018-03-23,8,11
3850,M,A,T,8,2017-04-27,2018-02-15,11,15
3851,M,C,T,3,2017-07-21,2018-06-27,12,11
3852,F,B,W,18,2017-03-07,2018-05-01,10,6
3853,F,B,R,7,2017-09-26,2018-02-22,9,9
3854,M,C,C,9,2017-03-04,2018-08-04,8,8
3855,F,B,T,16,2017-07-08,2018-10-30,9,10
3856,M,E,A,18,2017-08-31,2018-12-14,14,12
3857,M,A,A,5,2017-03-01,2018-11-07,12,11
3858,N,C,W,17,2017-03-03,2018-06-23,8,10
3859,N,B,T,16,2017-02-21,2018-09-30,10,10
3860,F,B,W,12,2017-03-13,2018-03-20,7,6
3861,F,A,T,13,2017-02-21,2018-08-22,10,10
3862,M,E,T,4,2017-10-02,2018-11-01,7,7
3863,F,A,W,6,2017-02-20,2018-02-23,10,6
3864,M,B,A,5,2017-01-19,2018-06-21,6,5
3865,F,D,W,15,2017-09-27,2018-02-14,13,15
3866,F,B,T,15,2017-07-03,2018-02-05,9,7
3867,F,C,T,2,2017-04-18,2018-03-26,10,12
3868,N,C,R,8,2017-07-16,2018-01-24,17,16
3869,M,A,T,3,2017-07-18,2018-02-26,14,7
3870,F,D,T,17,2017-10-15,2018-03-17,8,17
3871,N,D,A,1,2017-04-25,2018-04-15,6,3
3872,F,A,C,2,2017-12-14,2018-06-25,6,17
3873,F,D,C,7,2017-04-15,2018-04-22,9,6
3874,M,C,W,6,2017-11-16,2018-08-06,11,5
3875,M,A,W,10,2017-08-18,2018-05-13,8,13
3876,M,E,W,12,2017-09-17,2018-01-07,8,4
3877,M,B,T,5,2017-12-27,2018-12-26,4,8
3878,F,C,R,18,2017-05-02,2018-02-12,11,9
3879,F,A,C,0,2017-04-28,2018-03-26,14,12
3880,M,A,H,7,2017-09-05,2018-08-30,8,11
3881,M,A,T,19,2017-10-04,2018-10-18,10,11
3882,F,D,A,18,2017-01-04,2018-11-01,8,13
3883,M,B,T,14,2017-09-26,2018-01-18,10,15
3884,F,A,A,15,2017-07-22,2018-03-30,5,6
3885,M,A,T,17,2017-07-26,2018-05-13,7,10
3886,M,A,W,0,2017-11-10,2018-04-20,9,9
3887,F,C,W,0,2017-08-07,2018-04-27,13,7
3888,F,A,W,11,2017-02-11,2018-12-07,13,9
3889,M,E,W,15,2017-03-25,2018-06-07,15,12
3890,M,D,A,6,2017-01-25,2018-12-16,9,7
3891,F,B,R,4,2017-02-17,2018-08-08,14,11
3892,M,D,T,3,2017-03-23,2018-06-10,12,10
3893,N,B,R,19,2017-04-06,2018-02-20,14,10
3894,N,B,T,4,2017-08-19,2018-11-13,8,11
3895,F,C,W,7,2017-11-05,2018-10-14,10,8
3896,M,C,T,18,2017-03-25,2018-08-10,9,8
3897,F,B,W,15,2017-02-21,2018-12-20,15,7
3898,N,B,R,3,2017-03-21,2018-12-28,12,6
3899,F,A,W,15,2017-09-20,2018-01-07,13,10
3900,M,A,C,7,2017-02-22,2018-02-16,7,11
3901,F,B,T,1,2017-02-13,2018-11-06,7,16
3902,F,A,T,13,2017-10-14,2018-08-14,11,12
3903,M,B,T,11,2017-02-25,2018-12-12,10,8
3904,F,C,W,4,2017-07-27,2018-03-07,8,7
3905,M,A,W,15,2017-11-09,2018-04-08,9,12
3906,N,A,H,8,2017-11-18,2018-01-28,8,8
3907,M,C,C,15,2017-09-05,2018-09-25,16,10
3908,F,C,C,1,2017-11-11,2018-03-26,1,11
3909,F,B,C,15,2017-12-20,2018-06-20,8,13
3910,M,B,T,3,2017-11-06,2018-07-26,15,10
3911,F,A,C,10,2017-01-05,2018-08-06,4,18
3912,M,C,T,19,2017-04-12,2018-03-16,8,6
3913,N,D,A,4,2017-03-22,2018-09-13,13,8
3914,F,D,C,8,2017-02-21,2018-02-17,12,8
3915,N,C,W,4,2017-03-30,2018-01-17,12,11
3916,M,A,W,3,2017-11-07,2018-11-11,17,5
3917,F,C,A,14,2017-03-31,2018-05-24,12,11
3918,M,B,T,9,2017-03-19,2018-07-01,9,12
3919,F,A,T,1,2017-01-26,2018-05-29,16,7
3920,N,A,R,4,2017-02-25,2018-05-03,13,9
3921,M,B,W,11,2017-11-03,2018-02-18,10,18
3922,M,C,T,4,2017-09-16,2018-12-04,11,10
3923,F,C,W,9,2017-01-27,2018-11-27,11,6
3924,F,A,W,5,2017-06-07,2018-03-26,7,14
3925,M,B,R,9,2017-03-01,2018-03-27,10,10
3926,M,C,W,13,2017-07-12,2018-01-14,8,8
3927,M,B,C,18,2017-08-01,2018-06-30,9,9
3928,M,B,W,8,2017-12-03,2018-05-05,11,9
3929,M,B,W,13,2017-09-18,2018-06-05,12,9
3930,M,E,C,16,2017-11-24,2018-11-22,10,12
3931,M,D,C,5,2017-11-10,2018-08-27,7,12
3932,M,D,T,3,2017-04-20,2018-04-19,19,14
3933,N,B,W,0,2017-05-01,2018-09-19,14,11
3934,F,A,W,2,2017-09-30,2018-12-21,12,3
3935,M,B,W,1,2017-08-13,2018-04-30,12,15
3936,F,A,C,14,2017-11-08,2018-05-03,12,12
3937,M,B,T,1,2017-10-11,2018-01-05,19,8
3938,F,E,R,3,2017-06-07,2018-10-07,10,10
3939,F,B,W,1,2017-07-16,2018-10-01,8,9
3940,M,B,A,5,2017-02-22,2018-07-01,11,7
3941,F,C,T,6,2017-12-08,2018-03-13,11,8
3942,M,A,H,15,2017-07-11,2018-08-18,11,10
3943,M,D,W,3,2017-10-31,2018-09-05,12,11
3944,F,B,T,2,2017-03-13,2018-07-12,10,15
3945,F,B,W,19,2017-10-04,2018-05-22,7,12
3946,N,A,W,8,2017-09-19,2018-10-21,9,10
3947,M,D,T,2,2017-12-23,2018-11-15,8,8
3948,F,D,H,17,2017-12-25,2018-11-28,10,14
3949,F,A,C,17,2017-06-22,2018-02-10,15,12
3950,M,B,W,18,2017-03-27,2018-12-07,10,8
3951,F,A,C,12,2017-06-13,2018-02-26,7,14
3952,F,C,W,16,2017-09-26,2018-02-20,14,12
3953,F,B,C,10,2017-03-20,2018-03-17,12,9
3954,N,B,T,4,2017-02-19,2018-04-01,12,13
3955,N,A,A,6,2017-08-20,2018-03-15,11,10
3956,F,A,W,3,2017-12-13,2018-12-01,12,7
3957,N,A,H,7,2017-02-18,2018-11-13,8,9
3958,M,C,R,2,2017-07-18,2018-10-26,12,11
3959,M,C,A,16,2017-08-16,2018-08-26,6,11
3960,M,C,W,14,2017-05-01,2018-02-05,18,6
3961,N,C,A,18,2017-11-20,2018-08-21,13,7
3962,F,A,W,7,2017-04-18,2018-11-29,6,10
3963,F,A,C,16,2017-09-27,2018-04-01,11,11
3964,F,B,W,18,2017-02-21,2018-07-21,12,9
3965,M,B,W,3,2017-12-24,2018-02-24,12,12
3966,M,B,A,17,2017-11-24,2018-06-05,10,7
3967,F,C,R,16,2017-01-29,2018-12-25,9,9
3968,F,D,W,16,2017-01-03,2018-03-15,10,10
3969,M,C,R,4,2017-01-23,2018-11-04,8,6
3970,M,D,C,0,2017-11-20,2018-08-28,11,8
3971,M,B,C,4,2017-01-14,2018-04-12,9,10
3972,M,B,W,6,2017-11-15,2018-10-04,18,8
3973,M,B,A,13,2017-08-01,2018-03-19,7,10
3974,F,C,W,18,2017-12-17,2018-09-01,9,8
3975,M,A,W,15,2017-05-07,2018-03-14,10,8
3976,F,A,R,12,2017-10-29,2018-09-15,7,16
3977,M,A,C,3,2017-12-17,2018-08-03,5,15
3978,M,B,T,9,2017-05-15,2018-06-02,7,13
3979,N,B,W,15,2017-06-19,2018-08-14,11,15
3980,M,B,W,13,2017-02-02,2018-07-22,14,10
3981,F,E,A,11,2017-10-27,2018-01-25,9,7
3982,M,A,C,12,2017-12-16,2018-06-17,10,5
3983,F,A,W,4,2017-02-18,2018-09-23,12,6
3984,M,D,R,19,2017-01-20,2018-02-15,9,10
3985,M,B,H,0,2017-09-08,2018-12-13,11,11
3986,M,E,T,7,2017-06-22,2018-05-07,16,10
3987,F,B,A,13,2017-05-03,2018-05-27,11,18
3988,M,B,A,3,2017-09-12,2018-10-15,17,17
3989,M,D,W,13,2017-07-05,2018-01-31,15,9
3990,F,D,T,2,2017-01-03,2018-05-28,18,7
3991,M,B,T,11,2017-08-16,2018-07-02,7,7
3992,M,B,C,17,2017-07-15,2018-07-21,5,13
3993,M,D,R,4,2017-12-07,2018-08-30,11,7
3994,F,B,C,2,2017-07-18,2018-08-04,9,9
3995,M,C,T,14,2017-02-21,2018-03-14,8,9
3996,M,C,W,15,2017-07-24,2018-12-13,12,8
3997,M,A,A,10,2017-01-11,2018-09-12,7,9
3998,F,A,H,3,2017-08-17,2018-09-18,4,5
3999,M,A,A,4,2017-04-14,2018-10-25,14,5
4000,M,A,A,16,2017-09-04,2018-06-13,12,11
4001,F,D,C,0,2017-06-03,2018-12-20,7,9
4002,F,C,W,0,2017-05-16,2018-07-13,6,6
4003,F,C,A,16,2017-01-15,2018-01-20,7,6
4004,M,C,A,4,2017-07-26,2018-03-18,4,11
4005,F,B,W,19,2017-09-16,2018-01-07,9,13
4006,F,A,W,1,2017-10-22,2018-02-08,7,11
4007,M,A,W,6,2017-05-24,2018-04-08,12,6
4008,F,D,W,19,2017-09-03,2018-08-25,11,12
4009,F,B,W,18,2017-04-28,2018-05-10,8,10
4010,F,D,T,13,2017-09-02,2018-08-03,14,13
4011,N,C,A,2,2017-05-24,2018-03-17,4,10
4012,N,A,T,16,2017-12-28,2018-09-05,4,7
4013,M,C,W,1,2017-02-02,2018-10-03,11,10
4014,F,B,R,7,2017-06-03,2018-06-15,12,8
4015,M,C,C,12,2017-08-28,2018-10-19,7,10
4016,F,B,T,8,2017-07-01,2018-08-19,6,8
4017,F,C,W,1,2017-11-28,2018-07-31,9,4
4018,F,D,A,12,2017-01-11,2018-05-10,5,9
4019,F,B,T,14,2017-03-25,2018-12-24,8,9
4020,F,B,W,13,2017-01-31,2018-04-12,5,5
4021,M,B,T,2,2017-05-25,2018-11-15,10,13
4022,M,A,A,7,2017-12-03,2018-04-09,5,11
4023,M,D,H,11,2017-12-28,2018-11-10,7,11
4024,N,A,T,19,2017-01-15,2018-12-12,8,6
4025,M,C,T,1,2017-06-09,2018-09-23,16,14
4026,M,D,W,14,2017-05-25,2018-11-22,7,7
4027,M,B,C,0,2017-11-16,2018-07-18,12,12
4028,M,D,A,14,2017-12-30,2018-03-01,10,11
4029,F,A,T,4,2017-09-15,2018-02-19,13,9
4030,M,A,T,13,2017-07-07,2018-09-27,5,6
4031,M,A,A,9,2017-03-20,2018-04-27,12,12
4032,F,A,C,7,2017-10-22,2018-12-06,9,14
4033,F,B,W,2,2017-04-11,2018-07-09,9,11
4034,F,C,T,12,2017-02-03,2018-05-16,6,7
4035,F,D,W,16,2017-10-30,2018-05-07,9,11
4036,M,D,T,12,2017-01-26,2018-05-06,12,11
4037,N,D,A,14,2017-12-08,2018-06-15,5,6
4038,F,D,T,18,2017-09-13,2018-03-08,12,13
4039,M,D,A,2,2017-07-14,2018-09-04,13,7
4040,M,B,C,7,2017-08-07,2018-09-16,9,7
4041,M,A,C,12,2017-12-29,2018-03-21,15,12
4042,N,A,T,17,2017-05-25,2018-12-01,7,22
4043,F,D,W,10,2017-06-02,2018-01-12,11,9
4044,N,D,A,14,2017-07-14,2018-03-02,12,12
4045,M,C,A,2,2017-04-21,2018-07-30,9,14
4046,M,D,A,5,2017-11-27,2018-04-12,9,9
4047,F,C,H,14,2017-04-18,2018-02-02,8,15
4048,F,C,C,9,2017-04-10,2018-11-18,6,11
4049,F,C,R,10,2017-04-22,2018-12-09,7,6
4050,N,D,A,4,2017-10-17,2018-01-09,10,15
4051,M,D,A,0,2017-09-10,2018-04-23,11,11
4052,M,A,A,5,2017-10-24,2018-12-03,8,7
4053,F,D,W,5,2017-05-20,2018-07-15,12,6
4054,N,D,T,2,2017-07-26,2018-06-02,14,13
4055,M,A,R,6,2017-03-29,2018-10-04,6,8
4056,N,A,A,17,2017-06-06,2018-02-16,15,11
4057,F,D,C,0,2017-01-20,2018-05-12,4,9
4058,M,B,W,4,2017-09-15,2018-11-21,12,10
4059,F,A,R,7,2017-07-03,2018-06-17,14,11
4060,F,B,C,7,2017-03-26,2018-03-30,8,6
4061,M,E,W,3,2017-04-25,2018-04-10,6,15
4062,F,A,T,1,2017-06-08,2018-05-14,10,9
4063,F,D,W,10,2017-06-01,2018-06-20,9,15
4064,M,C,C,2,2017-09-29,2018-04-18,6,10
4065,M,C,T,15,2017-05-29,2018-02-18,15,10
4066,F,B,A,11,2017-01-12,2018-11-24,8,11
4067,F,A,A,17,2017-11-19,2018-02-14,8,14
4068,M,D,C,6,2017-10-19,2018-05-09,11,12
4069,M,B,A,8,2017-03-10,2018-07-04,11,12
4070,M,E,T,8,2017-05-30,2018-07-27,7,8
4071,N,A,H,3,2017-04-14,2018-09-02,3,6
4072,F,C,C,0,2017-05-18,2018-07-20,12,10
4073,F,A,W,14,2017-09-06,2018-07-06,12,11
4074,F,A,A,18,2017-11-24,2018-01-12,11,12
4075,M,B,H,5,2017-05-05,2018-02-21,8,6
4076,F,B,A,0,2017-02-22,2018-08-02,16,7
4077,F,D,A,17,2017-05-08,2018-03-17,11,9
4078,F,D,W,3,2017-09-07,2018-11-21,13,10
4079,M,C,T,9,2017-10-28,2018-07-18,15,8
4080,N,A,W,4,2017-04-07,2018-08-18,6,10
4081,F,D,T,7,2017-08-05,2018-03-02,13,10
4082,N,D,R,0,2017-04-13,2018-06-07,8,9
4083,M,A,W,5,2017-09-21,2018-03-12,12,4
4084,N,B,A,11,2017-11-17,2018-09-02,12,8
4085,F,D,T,12,2017-05-19,2018-12-04,9,15
4086,M,B,R,6,2017-01-02,2018-06-04,9,9
4087,M,D,A,3,2017-02-03,2018-12-07,7,13
4088,M,A,A,10,2017-04-07,2018-10-11,12,7
4089,F,B,W,14,2017-06-07,2018-10-01,11,16
4090,M,B,W,1,2017-08-13,2018-02-19,8,13
4091,F,D,W,1,2017-12-10,2018-04-26,15,13
4092,F,A,W,5,2017-07-31,2018-06-27,10,9
4093,F,C,A,19,2017-07-11,2018-08-04,6,9
4094,F,B,R,14,2017-06-23,2018-09-06,10,8
4095,F,A,R,15,2017-05-16,2018-12-16,14,10
4096,M,D,A,14,2017-02-05,2018-12-21,8,9
4097,N,C,R,9,2017-09-01,2018-10-02,11,6
4098,M,B,A,2,2017-03-08,2018-03-09,9,6
4099,M,A,W,1,2017-09-30,2018-08-03,13,10
4100,M,D,C,2,2017-04-13,2018-10-16,12,10
4101,F,B,C,8,2017-03-23,2018-01-26,6,10
4102,F,A,R,11,2017-07-24,2018-11-21,9,12
4103,M,B,W,15,2017-09-04,2018-09-18,11,9
4104,M,B,C,14,2017-07-26,2018-05-23,14,11
4105,M,A,T,2,2017-12-27,2018-05-01,8,12
4106,F,B,W,17,2017-10-19,2018-05-23,7,14
4107,M,A,C,11,2017-09-16,2018-09-19,7,7
4108,M,D,C,12,2017-07-31,2018-11-05,13,10
4109,M,A,T,19,2017-10-06,2018-05-16,11,7
