sub_id,start_date,end_date
2815874,2018-04-01,2018-06-01
2538579,2018-08-01,2018-09-01
2289803,2018-06-01,2018-08-01
2900339,2018-04-01,2018-06-01
2666655,2018-10-01,2018-11-01
807064,2018-07-01,2018-07-01
427707,2019-03-01,2019-03-01
2230204,2018-03-01,2018-03-01
1549639,2019-04-01,2019-05-01
829143,2019-01-01,2019-01-01
2420817,2018-04-01,2018-06-01
628110,2018-11-01,2018-11-01
2944473,2018-05-01,2018-05-01
1397977,2018-05-01,2018-06-01
1648451,2018-09-01,2018-09-01
2006319,2018-07-01,2018-07-01
1386864,2018-07-01,2018-09-01
879761,2018-03-01,2018-04-01
80978,2018-05-01,2018-06-01
1081960,2018-03-01,2018-05-01
1093781,2018-05-01,2018-07-01
1938740,2018-02-01,2018-03-01
862734,2018-08-01,2018-08-01
369901,2018-08-01,2018-08-01
506877,2018-08-01,2018-08-01
1248761,2018-07-01,2018-09-01
606869,2018-07-01,2018-08-01
1341740,2018-07-01,2018-07-01
1856799,2018-07-01,2018-09-01
1279465,2018-04-01,2018-05-01
2621764,2018-03-01,2018-05-01
1092054,2018-07-01,2018-09-01
1985880,2018-05-01,2018-05-01
333810,2018-04-01,2018-05-01
2679244,2018-04-01,2018-06-01
1241107,2018-03-01,2018-04-01
1158916,2018-07-01,2018-08-01
831548,2018-03-01,2018-03-01
928729,2018-08-01,2018-09-01
2242597,2018-07-01,2018-08-01
143549,2018-01-01,2018-02-01
1281174,2018-04-01,2018-04-01
1206614,2018-09-01,2018-09-01
1321119,2018-07-01,2018-07-01
249471,2018-08-01,2018-08-01
2908531,2018-04-01,2018-05-01
2525526,2019-01-01,2019-01-01
267374,2018-08-01,2018-10-01
319291,2018-07-01,2018-08-01
2948754,2018-02-01,2018-04-01
2573785,2018-05-01,2018-07-01
952552,2018-07-01,2018-08-01
559888,2018-03-01,2018-03-01
1889183,2018-07-01,2018-07-01
1287987,2018-10-01,2018-10-01
1771653,2018-04-01,2018-06-01
432223,2018-11-01,2018-11-01
711901,2018-07-01,2018-07-01
1432192,2018-06-01,2018-06-01
2833643,2019-01-01,2019-03-01
860859,2018-07-01,2018-07-01
537523,2018-06-01,2018-06-01
1346535,2018-05-01,2018-05-01
873741,2018-09-01,2018-11-01
988394,2018-05-01,2018-05-01
2783230,2018-04-01,2018-04-01
2364030,2018-11-01,2018-11-01
2353426,2018-11-01,2019-01-01
1717805,2018-03-01,2018-03-01
2575807,2018-05-01,2018-07-01
1277650,2018-07-01,2018-09-01
858450,2018-02-01,2018-02-01
813547,2018-07-01,2018-07-01
592482,2018-04-01,2018-06-01
1665479,2018-04-01,2018-04-01
1022729,2018-08-01,2018-09-01
1204593,2018-04-01,2018-04-01
2575333,2018-08-01,2018-08-01
735288,2018-05-01,2018-05-01
486476,2018-10-01,2018-11-01
649938,2018-07-01,2018-07-01
258593,2018-07-01,2018-08-01
688507,2018-10-01,2018-11-01
217424,2018-05-01,2018-07-01
2503292,2018-03-01,2018-03-01
1136869,2018-10-01,2018-10-01
656854,2018-06-01,2018-07-01
1023741,2018-04-01,2018-06-01
933622,2018-11-01,2018-11-01
1565588,2018-08-01,2018-08-01
824095,2018-05-01,2018-06-01
2960486,2018-09-01,2018-10-01
2915127,2018-08-01,2018-09-01
413874,2018-10-01,2018-12-01
2951855,2018-05-01,2018-07-01
1891623,2018-04-01,2018-05-01
2495215,2018-04-01,2018-05-01
1815996,2018-10-01,2018-11-01
2561027,2018-03-01,2018-03-01
2791809,2018-04-01,2018-06-01
1471091,2018-09-01,2018-10-01
122560,2018-03-01,2018-04-01
851490,2018-07-01,2018-09-01
2495865,2018-08-01,2018-10-01
2657315,2018-09-01,2018-11-01
2391714,2018-05-01,2018-05-01
1424331,2018-05-01,2018-06-01
2697738,2018-04-01,2018-05-01
300269,2018-07-01,2018-08-01
2664651,2018-07-01,2018-08-01
2549183,2018-10-01,2018-12-01
502267,2018-07-01,2018-09-01
654535,2018-08-01,2018-10-01
844112,2018-08-01,2018-09-01
2567908,2018-08-01,2018-10-01
1860816,2018-05-01,2018-05-01
2521930,2018-09-01,2018-11-01
2429975,2018-05-01,2018-07-01
567628,2018-06-01,2018-07-01
1674421,2017-12-01,2017-12-01
2072760,2018-07-01,2018-09-01
857156,2018-09-01,2018-09-01
2181259,2018-08-01,2018-08-01
1501496,2018-04-01,2018-05-01
2897832,2018-09-01,2018-11-01
556450,2018-06-01,2018-07-01
979083,2018-08-01,2018-08-01
919808,2019-01-01,2019-03-01
2527226,2018-05-01,2018-07-01
140114,2018-08-01,2018-08-01
1945412,2018-03-01,2018-03-01
2260606,2018-05-01,2018-07-01
1845439,2018-10-01,2018-11-01
1860463,2018-06-01,2018-08-01
2447872,2018-09-01,2018-10-01
2958263,2018-05-01,2018-07-01
2305113,2018-08-01,2018-08-01
1915682,2018-07-01,2018-09-01
2983865,2018-05-01,2018-07-01
2101268,2018-06-01,2018-08-01
58068,2018-08-01,2018-09-01
473641,2018-07-01,2018-09-01
877129,2018-07-01,2018-08-01
749040,2017-12-01,2017-12-01
1413988,2018-04-01,2018-04-01
556306,2018-04-01,2018-06-01
2994565,2018-07-01,2018-08-01
1531747,2018-02-01,2018-03-01
421549,2018-07-01,2018-08-01
450284,2018-07-01,2018-07-01
1064187,2018-06-01,2018-06-01
1904645,2018-05-01,2018-07-01
1899957,2019-01-01,2019-01-01
1261424,2018-03-01,2018-04-01
467491,2018-04-01,2018-04-01
512290,2018-06-01,2018-08-01
552277,2018-06-01,2018-07-01
2533397,2018-10-01,2018-11-01
302960,2018-01-01,2018-01-01
818023,2018-06-01,2018-07-01
210147,2019-03-01,2019-03-01
1386294,2018-10-01,2018-10-01
886852,2018-03-01,2018-05-01
1917952,2018-03-01,2018-03-01
1067247,2018-08-01,2018-10-01
1456448,2018-03-01,2018-04-01
654363,2018-07-01,2018-07-01
327588,2018-11-01,2019-01-01
1730592,2018-10-01,2018-10-01
1507215,2019-01-01,2019-02-01
2605388,2018-06-01,2018-06-01
413493,2018-03-01,2018-04-01
298995,2018-02-01,2018-02-01
2971397,2018-09-01,2018-10-01
1029965,2018-10-01,2018-10-01
2680542,2018-08-01,2018-09-01
2160194,2018-08-01,2018-09-01
407507,2018-05-01,2018-06-01
1459210,2018-03-01,2018-04-01
871043,2018-10-01,2018-12-01
2361920,2018-07-01,2018-08-01
1971760,2018-05-01,2018-05-01
108236,2018-03-01,2018-04-01
641298,2018-02-01,2018-04-01
2562527,2018-11-01,2018-11-01
753542,2018-06-01,2018-07-01
2493155,2018-06-01,2018-06-01
1067148,2018-06-01,2018-08-01
2562436,2018-08-01,2018-09-01
218559,2019-04-01,2019-05-01
2692768,2018-05-01,2018-07-01
1481351,2018-04-01,2018-05-01
2078442,2018-06-01,2018-06-01
2828067,2018-08-01,2018-10-01
2568841,2018-05-01,2018-06-01
644337,2018-05-01,2018-07-01
2480375,2018-08-01,2018-09-01
2092211,2018-08-01,2018-08-01
2623713,2018-07-01,2018-09-01
928445,2018-03-01,2018-05-01
1007671,2018-04-01,2018-06-01
2601995,2018-07-01,2018-09-01
1810833,2018-04-01,2018-05-01
480713,2018-11-01,2018-11-01
980332,2018-11-01,2018-11-01
2403514,2018-06-01,2018-06-01
1919429,2018-03-01,2018-05-01
2304305,2018-11-01,2019-01-01
581566,2018-07-01,2018-08-01
2102042,2018-09-01,2018-11-01
1877330,2018-07-01,2018-07-01
14996,2018-09-01,2018-11-01
2445508,2018-07-01,2018-09-01
748435,2018-05-01,2018-07-01
23592,2018-07-01,2018-07-01
2798864,2018-09-01,2018-09-01
1070045,2018-02-01,2018-02-01
994681,2018-06-01,2018-08-01
890375,2018-07-01,2018-09-01
1681913,2018-12-01,2019-01-01
424343,2018-11-01,2019-01-01
1400657,2018-10-01,2018-12-01
1096750,2018-09-01,2018-11-01
2955965,2018-05-01,2018-06-01
1951638,2018-05-01,2018-05-01
103013,2018-07-01,2018-09-01
1909521,2018-06-01,2018-07-01
1276547,2018-09-01,2018-10-01
2921256,2018-01-01,2018-03-01
126522,2018-12-01,2019-01-01
1041071,2018-09-01,2018-10-01
582320,2018-09-01,2018-10-01
892931,2018-04-01,2018-04-01
146738,2018-05-01,2018-07-01
43965,2018-03-01,2018-04-01
2788950,2018-04-01,2018-06-01
1909347,2018-08-01,2018-10-01
2940885,2018-02-01,2018-03-01
1185384,2018-10-01,2018-12-01
2397116,2018-09-01,2018-10-01
2380509,2019-02-01,2019-04-01
1453746,2018-06-01,2018-08-01
717968,2018-12-01,2019-02-01
2022574,2018-02-01,2018-03-01
2939525,2018-05-01,2018-07-01
765129,2018-07-01,2018-07-01
2952760,2018-07-01,2018-07-01
183975,2018-09-01,2018-11-01
1113388,2018-04-01,2018-06-01
2594163,2018-07-01,2018-09-01
2540929,2018-07-01,2018-07-01
2049552,2018-10-01,2018-11-01
1761070,2018-06-01,2018-06-01
1384813,2018-06-01,2018-07-01
1011852,2018-04-01,2018-04-01
851741,2018-07-01,2018-07-01
1908535,2018-12-01,2018-12-01
276573,2018-06-01,2018-06-01
313475,2019-02-01,2019-04-01
729477,2018-07-01,2018-09-01
2381733,2018-02-01,2018-03-01
853646,2018-08-01,2018-08-01
1145162,2018-04-01,2018-06-01
1198425,2018-04-01,2018-04-01
815951,2018-07-01,2018-09-01
2669321,2019-02-01,2019-04-01
2018399,2018-06-01,2018-06-01
1458370,2018-02-01,2018-02-01
2521229,2018-06-01,2018-06-01
1830635,2018-08-01,2018-08-01
2448312,2018-06-01,2018-07-01
2163492,2018-11-01,2018-11-01
1410286,2018-04-01,2018-04-01
2512174,2018-07-01,2018-08-01
2069371,2018-04-01,2018-04-01
2064995,2018-08-01,2018-10-01
855167,2018-08-01,2018-08-01
1152805,2018-03-01,2018-04-01
2100282,2018-07-01,2018-07-01
1292186,2018-06-01,2018-06-01
2256551,2018-03-01,2018-03-01
1613672,2019-03-01,2019-04-01
525253,2018-04-01,2018-06-01
2475787,2018-12-01,2018-12-01
44349,2018-04-01,2018-04-01
1221994,2018-06-01,2018-08-01
2101765,2018-09-01,2018-09-01
1232473,2018-08-01,2018-10-01
2780683,2018-07-01,2018-07-01
1745582,2018-10-01,2018-11-01
2498239,2018-08-01,2018-09-01
619469,2019-02-01,2019-03-01
529920,2018-03-01,2018-05-01
943855,2019-01-01,2019-03-01
135530,2019-01-01,2019-03-01
1475939,2018-03-01,2018-03-01
729258,2018-04-01,2018-05-01
112068,2018-05-01,2018-05-01
11812,2018-05-01,2018-07-01
2965719,2018-06-01,2018-07-01
2756117,2018-11-01,2018-11-01
1322529,2018-09-01,2018-10-01
249167,2018-08-01,2018-10-01
2226031,2018-05-01,2018-07-01
2463037,2019-04-01,2019-06-01
2567468,2018-09-01,2018-10-01
243059,2018-06-01,2018-07-01
2905116,2018-01-01,2018-01-01
1983654,2018-09-01,2018-10-01
2136931,2018-07-01,2018-07-01
263738,2018-07-01,2018-07-01
1319313,2018-03-01,2018-04-01
1097884,2018-07-01,2018-09-01
1971468,2018-05-01,2018-06-01
309116,2018-06-01,2018-07-01
2081021,2018-09-01,2018-11-01
1869742,2018-08-01,2018-10-01
901189,2018-08-01,2018-08-01
1925788,2018-06-01,2018-08-01
413667,2018-03-01,2018-03-01
1889646,2018-05-01,2018-07-01
122586,2018-04-01,2018-06-01
2182944,2018-06-01,2018-07-01
1168455,2018-02-01,2018-04-01
256336,2018-08-01,2018-10-01
1060126,2018-08-01,2018-10-01
2329299,2019-04-01,2019-04-01
208963,2018-04-01,2018-06-01
2826081,2018-03-01,2018-03-01
1385441,2018-11-01,2018-11-01
2065734,2018-09-01,2018-11-01
2806706,2018-11-01,2018-11-01
1646702,2018-06-01,2018-06-01
1294780,2018-01-01,2018-01-01
1843228,2018-11-01,2018-11-01
1368450,2018-05-01,2018-06-01
2476668,2018-04-01,2018-06-01
1362243,2018-06-01,2018-07-01
1762114,2018-08-01,2018-10-01
499472,2018-05-01,2018-06-01
528925,2018-06-01,2018-06-01
195327,2018-03-01,2018-05-01
2042063,2018-08-01,2018-10-01
627057,2018-06-01,2018-08-01
1643701,2018-05-01,2018-05-01
1549677,2018-07-01,2018-07-01
1574779,2018-12-01,2019-02-01
550439,2018-08-01,2018-09-01
1794611,2018-07-01,2018-09-01
2453373,2018-01-01,2018-03-01
1153695,2018-12-01,2019-02-01
1919814,2018-11-01,2019-01-01
511116,2018-10-01,2018-11-01
265414,2018-08-01,2018-09-01
2654365,2018-08-01,2018-09-01
1514053,2018-11-01,2018-11-01
2573352,2018-05-01,2018-05-01
1651250,2018-06-01,2018-06-01
2846011,2018-07-01,2018-07-01
2016717,2018-10-01,2018-11-01
573349,2018-09-01,2018-09-01
2527957,2018-05-01,2018-05-01
1188577,2018-05-01,2018-07-01
919797,2018-09-01,2018-10-01
1068393,2018-04-01,2018-06-01
140594,2018-11-01,2019-01-01
1425494,2018-06-01,2018-08-01
2593227,2018-06-01,2018-07-01
2915506,2018-08-01,2018-08-01
2942037,2018-10-01,2018-12-01
2086274,2018-02-01,2018-04-01
2092659,2018-05-01,2018-06-01
1419805,2018-06-01,2018-07-01
2322396,2018-10-01,2018-11-01
1779396,2018-06-01,2018-08-01
2203617,2018-11-01,2018-12-01
2693608,2018-08-01,2018-09-01
2899010,2018-10-01,2018-11-01
1301360,2018-07-01,2018-09-01
119861,2018-06-01,2018-07-01
2014784,2018-11-01,2018-12-01
739982,2018-12-01,2019-01-01
502970,2018-09-01,2018-11-01
1243051,2018-07-01,2018-08-01
174568,2018-04-01,2018-04-01
216288,2018-07-01,2018-07-01
879823,2018-06-01,2018-06-01
107539,2018-07-01,2018-08-01
1610757,2018-06-01,2018-07-01
359256,2018-04-01,2018-06-01
1395915,2018-11-01,2019-01-01
678099,2018-12-01,2019-02-01
112157,2018-04-01,2018-06-01
2709443,2018-06-01,2018-08-01
357100,2018-10-01,2018-12-01
2245788,2018-08-01,2018-10-01
577265,2018-07-01,2018-08-01
1827256,2018-08-01,2018-09-01
930366,2018-04-01,2018-05-01
1472695,2018-04-01,2018-06-01
1152716,2018-03-01,2018-05-01
2337491,2018-06-01,2018-06-01
969292,2018-04-01,2018-06-01
1132107,2018-07-01,2018-08-01
812579,2018-02-01,2018-03-01
2909040,2018-07-01,2018-08-01
1384459,2018-08-01,2018-09-01
1101929,2018-09-01,2018-10-01
587480,2018-11-01,2019-01-01
2744879,2018-10-01,2018-11-01
387662,2018-05-01,2018-05-01
1858383,2018-10-01,2018-12-01
311497,2018-12-01,2019-01-01
895820,2018-09-01,2018-11-01
1959190,2018-04-01,2018-04-01
2390211,2018-09-01,2018-11-01
1294795,2018-10-01,2018-10-01
1276940,2018-06-01,2018-08-01
18038,2018-07-01,2018-09-01
120787,2018-04-01,2018-04-01
494864,2018-06-01,2018-06-01
753238,2018-03-01,2018-05-01
1604754,2018-09-01,2018-10-01
117854,2018-04-01,2018-06-01
502636,2018-06-01,2018-06-01
1403304,2018-07-01,2018-07-01
1490609,2018-11-01,2018-12-01
1014022,2018-07-01,2018-09-01
2204833,2018-11-01,2019-01-01
1024536,2018-09-01,2018-09-01
1305657,2018-07-01,2018-08-01
1666043,2018-02-01,2018-03-01
2641627,2018-02-01,2018-03-01
1439315,2018-07-01,2018-08-01
2247412,2018-07-01,2018-08-01
1941286,2018-05-01,2018-05-01
2649337,2018-10-01,2018-10-01
1038553,2018-04-01,2018-05-01
2561780,2018-10-01,2018-10-01
1532262,2018-06-01,2018-07-01
2857386,2018-05-01,2018-05-01
1264642,2018-08-01,2018-10-01
1437644,2018-06-01,2018-07-01
2714778,2018-06-01,2018-07-01
270885,2018-04-01,2018-06-01
1702145,2018-07-01,2018-07-01
2317099,2018-11-01,2018-12-01
1572125,2018-05-01,2018-06-01
1982866,2018-06-01,2018-07-01
393976,2018-08-01,2018-09-01
1806410,2018-04-01,2018-06-01
1070074,2018-08-01,2018-08-01
1093957,2018-04-01,2018-04-01
535730,2018-07-01,2018-09-01
1695511,2018-08-01,2018-09-01
237029,2018-05-01,2018-06-01
1560843,2018-05-01,2018-07-01
838490,2018-07-01,2018-09-01
780305,2018-11-01,2018-11-01
1089506,2018-09-01,2018-10-01
1877555,2018-08-01,2018-09-01
2172612,2018-07-01,2018-07-01
1027994,2018-10-01,2018-10-01
2763463,2018-06-01,2018-06-01
1454323,2018-09-01,2018-10-01
7167,2018-02-01,2018-04-01
2369398,2018-05-01,2018-06-01
2672805,2018-05-01,2018-06-01
1168982,2018-05-01,2018-05-01
1266670,2018-02-01,2018-04-01
2825085,2018-09-01,2018-10-01
1489111,2018-09-01,2018-11-01
1392397,2018-09-01,2018-09-01
1774322,2018-05-01,2018-06-01
2671057,2018-08-01,2018-09-01
394041,2018-06-01,2018-07-01
2986422,2018-06-01,2018-07-01
1050699,2018-02-01,2018-03-01
796236,2018-09-01,2018-09-01
2304891,2018-05-01,2018-05-01
2572002,2018-03-01,2018-03-01
2202213,2018-07-01,2018-08-01
636270,2018-08-01,2018-09-01
1523430,2018-04-01,2018-06-01
2852508,2018-09-01,2018-09-01
2813119,2018-07-01,2018-09-01
1418865,2018-06-01,2018-08-01
712780,2018-09-01,2018-09-01
1603668,2018-06-01,2018-08-01
4427,2018-08-01,2018-10-01
2861118,2018-08-01,2018-10-01
1064827,2018-10-01,2018-11-01
1684816,2018-09-01,2018-09-01
1643157,2018-04-01,2018-04-01
22049,2018-09-01,2018-11-01
2291731,2019-09-01,2019-11-01
166074,2018-08-01,2018-10-01
1455372,2018-08-01,2018-09-01
483937,2018-07-01,2018-07-01
660553,2018-07-01,2018-08-01
1202683,2018-08-01,2018-10-01
2096898,2018-10-01,2018-12-01
2156510,2018-05-01,2018-07-01
2075359,2018-09-01,2018-10-01
1795486,2018-10-01,2018-11-01
2276198,2018-10-01,2018-12-01
2049609,2018-10-01,2018-11-01
2043155,2018-07-01,2018-07-01
1780151,2018-08-01,2018-10-01
1510845,2018-08-01,2018-09-01
1424155,2018-08-01,2018-09-01
1765742,2018-05-01,2018-06-01
1305401,2018-11-01,2018-12-01
2297793,2018-09-01,2018-10-01
2831702,2018-04-01,2018-06-01
1138057,2018-09-01,2018-11-01
2107870,2018-07-01,2018-08-01
232985,2018-09-01,2018-11-01
2784266,2018-07-01,2018-08-01
2192229,2019-01-01,2019-02-01
645265,2018-04-01,2018-04-01
1827888,2018-06-01,2018-08-01
156801,2018-08-01,2018-09-01
5622,2019-02-01,2019-04-01
105895,2018-06-01,2018-07-01
2006250,2018-10-01,2018-11-01
2402412,2018-07-01,2018-08-01
1669536,2018-07-01,2018-08-01
698856,2018-04-01,2018-05-01
2668409,2018-08-01,2018-09-01
2380828,2018-11-01,2019-01-01
957437,2018-06-01,2018-06-01
2998077,2018-08-01,2018-10-01
789097,2018-11-01,2018-12-01
2939475,2018-10-01,2018-11-01
2634518,2018-05-01,2018-05-01
807829,2018-04-01,2018-04-01
2842614,2018-08-01,2018-10-01
2359172,2018-09-01,2018-10-01
256356,2018-09-01,2018-11-01
2899734,2018-02-01,2018-02-01
1990540,2018-04-01,2018-06-01
2346950,2018-06-01,2018-08-01
2408874,2018-01-01,2018-01-01
903357,2018-02-01,2018-03-01
2312984,2018-03-01,2018-03-01
492256,2018-06-01,2018-06-01
2508146,2018-10-01,2018-11-01
2449859,2018-11-01,2018-12-01
150229,2018-03-01,2018-04-01
393961,2019-03-01,2019-04-01
603492,2018-06-01,2018-08-01
2467854,2018-08-01,2018-10-01
2631181,2018-06-01,2018-07-01
2402852,2018-06-01,2018-06-01
865346,2018-07-01,2018-08-01
2204596,2018-07-01,2018-08-01
2409432,2018-02-01,2018-03-01
2705676,2018-04-01,2018-06-01
309844,2018-09-01,2018-10-01
1051496,2018-11-01,2018-11-01
829443,2018-08-01,2018-08-01
2641193,2018-05-01,2018-05-01
21376,2018-07-01,2018-08-01
2720848,2018-10-01,2018-10-01
1736387,2018-08-01,2018-10-01
2796168,2018-05-01,2018-06-01
2538068,2018-08-01,2018-09-01
2318702,2018-07-01,2018-08-01
1229150,2018-06-01,2018-08-01
1811168,2018-05-01,2018-07-01
1851051,2018-05-01,2018-06-01
1754782,2018-10-01,2018-10-01
1563225,2018-06-01,2018-08-01
2380173,2018-06-01,2018-08-01
1691918,2018-10-01,2018-12-01
860235,2018-10-01,2018-11-01
2706893,2018-09-01,2018-10-01
59702,2018-03-01,2018-05-01
1230699,2018-07-01,2018-07-01
1687863,2019-01-01,2019-03-01
788922,2018-06-01,2018-08-01
1314470,2017-12-01,2018-02-01
2867774,2018-07-01,2018-09-01
770826,2018-08-01,2018-08-01
1592518,2018-06-01,2018-06-01
2980240,2018-01-01,2018-01-01
892,2018-03-01,2018-03-01
1119850,2018-04-01,2018-06-01
2208108,2018-09-01,2018-09-01
823926,2018-08-01,2018-09-01
823642,2018-05-01,2018-05-01
2609933,2018-05-01,2018-05-01
2732693,2018-06-01,2018-06-01
1709928,2018-06-01,2018-07-01
2932367,2018-08-01,2018-09-01
1509400,2018-08-01,2018-08-01
2447154,2018-08-01,2018-10-01
1172904,2018-07-01,2018-07-01
115483,2018-02-01,2018-02-01
779021,2018-08-01,2018-10-01
1106141,2018-03-01,2018-05-01
2258014,2018-06-01,2018-08-01
2752820,2018-06-01,2018-08-01
649592,2018-03-01,2018-04-01
2738945,2018-07-01,2018-08-01
1441110,2018-06-01,2018-06-01
2666265,2019-01-01,2019-02-01
2149728,2017-12-01,2017-12-01
1610814,2018-04-01,2018-06-01
1331955,2018-08-01,2018-08-01
1321513,2018-07-01,2018-07-01
1600262,2018-08-01,2018-10-01
855107,2018-05-01,2018-07-01
2521138,2018-03-01,2018-04-01
2632089,2018-07-01,2018-07-01
1555166,2018-04-01,2018-04-01
318675,2018-07-01,2018-09-01
761622,2019-01-01,2019-01-01
1407689,2018-04-01,2018-04-01
1140557,2018-06-01,2018-08-01
1783174,2018-07-01,2018-09-01
2383993,2018-07-01,2018-08-01
1110299,2018-03-01,2018-03-01
311377,2018-10-01,2018-11-01
812094,2018-06-01,2018-07-01
552110,2018-06-01,2018-06-01
2197315,2018-02-01,2018-02-01
1717866,2018-07-01,2018-08-01
1087803,2019-01-01,2019-03-01
2537377,2018-06-01,2018-06-01
1034796,2018-07-01,2018-07-01
829730,2018-07-01,2018-07-01
1032582,2018-07-01,2018-07-01
865186,2018-04-01,2018-04-01
2781205,2018-06-01,2018-07-01
2560981,2018-04-01,2018-05-01
814047,2018-05-01,2018-07-01
2393942,2017-12-01,2017-12-01
1070477,2018-05-01,2018-05-01
1404330,2018-07-01,2018-09-01
1334806,2018-07-01,2018-07-01
809101,2018-09-01,2018-10-01
1730762,2019-02-01,2019-02-01
1990527,2018-10-01,2018-10-01
2007134,2018-07-01,2018-09-01
1590883,2018-07-01,2018-07-01
468541,2018-05-01,2018-07-01
942987,2018-08-01,2018-10-01
680556,2018-02-01,2018-02-01
1051975,2018-03-01,2018-04-01
2081166,2018-02-01,2018-04-01
1406369,2018-02-01,2018-02-01
2270348,2018-04-01,2018-04-01
1373990,2018-11-01,2019-01-01
364609,2018-05-01,2018-07-01
678640,2018-12-01,2019-01-01
442751,2018-03-01,2018-03-01
2675837,2018-07-01,2018-08-01
2791397,2018-06-01,2018-08-01
139869,2018-07-01,2018-09-01
892515,2018-05-01,2018-06-01
2801638,2018-06-01,2018-06-01
295661,2018-05-01,2018-05-01
1401107,2018-05-01,2018-05-01
1940673,2018-04-01,2018-04-01
2329936,2018-07-01,2018-09-01
1899096,2018-06-01,2018-07-01
271811,2018-12-01,2018-12-01
2306730,2018-08-01,2018-09-01
1339020,2018-08-01,2018-10-01
2437312,2018-05-01,2018-05-01
1690118,2018-11-01,2018-12-01
1820003,2018-10-01,2018-12-01
2332966,2018-12-01,2019-01-01
107458,2018-07-01,2018-08-01
2759008,2018-04-01,2018-04-01
241854,2018-10-01,2018-10-01
1983537,2018-07-01,2018-08-01
2219589,2018-08-01,2018-10-01
2588285,2018-11-01,2018-11-01
2026529,2018-01-01,2018-01-01
1460206,2018-10-01,2018-12-01
1177596,2018-03-01,2018-04-01
2937965,2018-05-01,2018-07-01
2623599,2018-09-01,2018-11-01
1118654,2018-11-01,2019-01-01
288876,2018-12-01,2019-01-01
2865459,2018-01-01,2018-02-01
561102,2018-06-01,2018-07-01
2082663,2018-09-01,2018-09-01
863117,2018-05-01,2018-07-01
723218,2018-06-01,2018-08-01
807992,2018-04-01,2018-06-01
2039176,2018-10-01,2018-11-01
1871533,2018-06-01,2018-07-01
431422,2018-08-01,2018-10-01
2784712,2018-05-01,2018-06-01
688355,2018-03-01,2018-05-01
2885011,2018-07-01,2018-07-01
1751194,2018-05-01,2018-05-01
818879,2018-03-01,2018-03-01
1686794,2018-09-01,2018-10-01
506773,2019-03-01,2019-05-01
1290133,2018-04-01,2018-05-01
460161,2018-08-01,2018-08-01
2230069,2018-08-01,2018-10-01
316042,2018-03-01,2018-04-01
1779670,2018-09-01,2018-10-01
1124196,2018-09-01,2018-11-01
2550723,2018-12-01,2019-02-01
2916351,2018-07-01,2018-09-01
598336,2018-09-01,2018-11-01
2809219,2018-07-01,2018-09-01
401923,2018-07-01,2018-09-01
917759,2018-08-01,2018-10-01
337341,2018-08-01,2018-10-01
910844,2018-06-01,2018-07-01
2482290,2018-08-01,2018-08-01
2648130,2019-01-01,2019-02-01
391214,2018-04-01,2018-06-01
2193227,2019-01-01,2019-02-01
1129021,2018-09-01,2018-10-01
246375,2018-07-01,2018-07-01
318678,2018-08-01,2018-09-01
1960240,2018-08-01,2018-09-01
988767,2018-12-01,2018-12-01
2481674,2018-06-01,2018-06-01
100681,2018-06-01,2018-07-01
2450300,2018-09-01,2018-10-01
1575549,2018-11-01,2019-01-01
555576,2018-03-01,2018-04-01
583571,2018-11-01,2018-11-01
963077,2018-06-01,2018-06-01
357124,2018-08-01,2018-09-01
2299958,2018-09-01,2018-09-01
1602648,2018-07-01,2018-09-01
2753628,2018-07-01,2018-07-01
25781,2018-09-01,2018-10-01
1530176,2018-07-01,2018-08-01
2312423,2019-06-01,2019-06-01
210515,2018-05-01,2018-05-01
766000,2018-09-01,2018-09-01
1420178,2018-09-01,2018-11-01
171644,2018-08-01,2018-10-01
2802483,2018-08-01,2018-08-01
379381,2018-03-01,2018-04-01
2616326,2018-08-01,2018-08-01
1705652,2018-02-01,2018-04-01
815746,2018-09-01,2018-11-01
43754,2018-08-01,2018-08-01
2107990,2018-07-01,2018-07-01
2076627,2018-07-01,2018-07-01
2095136,2019-01-01,2019-03-01
254285,2018-07-01,2018-07-01
1357671,2018-06-01,2018-06-01
2878240,2018-07-01,2018-09-01
2372959,2018-02-01,2018-03-01
1782112,2018-10-01,2018-12-01
1202495,2018-07-01,2018-07-01
2797061,2018-04-01,2018-05-01
183690,2018-07-01,2018-08-01
1292693,2018-12-01,2019-01-01
1467331,2018-12-01,2019-02-01
2130214,2018-03-01,2018-03-01
1764324,2018-08-01,2018-08-01
768875,2018-09-01,2018-10-01
66993,2018-05-01,2018-05-01
2196439,2018-12-01,2018-12-01
2543770,2018-04-01,2018-05-01
1074132,2018-11-01,2018-12-01
2634662,2019-06-01,2019-07-01
374200,2018-09-01,2018-10-01
956400,2018-06-01,2018-06-01
1024104,2018-03-01,2018-03-01
2728018,2018-11-01,2018-12-01
1941678,2018-05-01,2018-05-01
2397002,2018-08-01,2018-08-01
1784232,2018-04-01,2018-05-01
998365,2018-10-01,2018-11-01
103182,2018-10-01,2018-10-01
1621678,2018-03-01,2018-03-01
770547,2018-03-01,2018-05-01
2582910,2018-09-01,2018-10-01
1642940,2018-06-01,2018-07-01
2263658,2018-08-01,2018-08-01
592798,2018-08-01,2018-10-01
249477,2018-08-01,2018-08-01
448178,2018-09-01,2018-10-01
597388,2018-06-01,2018-06-01
2125900,2018-04-01,2018-06-01
